Date,Model,Category,Manufacturer,Model,Year,RAID (hours),Registration number,Serial number,Seller,Location,Description,Price
2020-05-28,Citation iisp,Turboprops,Cessna,Citation iisp,1983,7,,,,,"Flight Director/ Autopilot System SPZ-500	
Dual Audio Control Panel	
Dual VHF COMM	
Dual VOR/ILS/GS/Receivers	
Dual Radio Control Units VHF-20A	
KDM 640	
Collins TDR-90 Transponder	
GPS-400	


DME 40 Receivers	
Bendix RNS-3500 Area Navigation System	
With CAS-67ATCAS II/ACAS II	
Weather Radar System ART-2000 WX	
MARK II Sundstrand Ground Proximity Warning System (GPWS)
Digital Clocks
Control Head",
2020-05-28,Citation isp,Turboprops,Cessna,Citation isp,1977,9,,,,,"ADS-B Out 

 Autopilot: Sperry Spz-500 IFCS 

 COMMs: Garmin
GNS-430 WAAS; Garmin GNS-530 WAAS 

 Flight Director: Sperry SPZ 500 IFCS
5-Inch Single Cue 

 HSI: Sandel Sa-4500 EHSI 

 Stormscope: BFGoodrich
WX-500 

 TAWS: Honeywell KGP-860 EGPWS 

 TCAS: L3 SkyWatch HP SKY-899
w/ VIP Systems TCAS-I 

 Transponder: Garmin GTX-330 

 Weather Radar:
Bendix/King RT-131A",975000.0
2020-05-28,Citation iisp,Turboprops,Cessna,Citation iisp,1978,3,,,,,"Avionics Packaging: Rockwell-Collins

Sperry SPZ-500 IFCS
Collins Pro-Line: ADF-60s, VHF-20Bs, VIR-30s, DME-40s, 332c-10s RMIs, TDR-90S, Sunair ASB-850 HF
Garmin GPS-95
Primus 400 Color Radar
Digital Clocks",175000.0
2020-05-28,Citation iisp,Turboprops,Cessna,Citation iisp,1980,4,,,,,"ADS-B Equipped: Yes

WAAS: Yes

LPV: Yes



Collins Pro-Line
F/Director: Sperry SPZ-500 (5â€)
A/Pilot: Sperry SPZ-500
COMMs: Garmin GTN-750 / GNS-530W
NAVs: Garmin GTN-750 / GNS-530W
XPDR: Garmin GTX-330ES / GTX-33ES (ADS-B Out Compliant)
ADS-B (In): Garmin GDL-88 (Weather & Traffic)


MFD: Garmin GMX-200
RADAR: Honeywell RDR-82VP (Color)
Stormscope: L3 WX-500
Data Link: Garmin GDL-69 (XM Weather)
Traffic: Honeywell KMH-820 (TAS)
EGPWS: Honeywell KMH-820 (Class B)
GPS: Garmin GTN-750 / GNS-530W (both WAAS Capable)",795000.0
2020-05-28,Citation iii,Turboprops,Cessna,Citation iii,1984,9,,,,,"AlliedSignal CAS-67A TCAS-II
Dual Collins ADF-60
Dual Collins VIR-32 w/ FM Immunity
Dual Collins RMI-30
Dual AlliedSignal MST-67A Mode S Transponders
Dual Collins DME-42
Dual Collins VHF-22A
Dual Sperry C-14D


Dual Global GNS-XLS w/ GPS 
Dual Sperry SPZ-650 IFCS 
Fairchild GA100 
Sperry RT-300 
King KHF-950 
Sperry Primus 400 (Color) 
Honeywell Mark VII EGPWS 
Sperry SATCOM",
2020-05-28,Citation iii,Turboprops,Cessna,Citation iii,1984,11,,,,,"Dual Collins ADF-60 
Honeywell 4-Tube 
King KHF-950 
Dual Collins 332C-10 
Dual Bendix/King Mode S 
Dual Collins DME-42 
Sperry AA-300 
AlliedSignal TCAS-II


Honeywell Primus 1000 
FMS: Universal UNS-1M 
Dual Collins VHF-22A 
Dual Collins VIR-32A 
Sperry SPZ-650 
Dual Sperry C-14D 
Primus 800 (color) 
AlliedSignal GPWS",
2020-05-28,Citation iii,Turboprops,Cessna,Citation iii,1985,10,,,,,"ADS-B In & Out 



 Dual Sperry SPZ-650 (5"" Single cue) 
 Dual Collins VHF-22A

 Dual Collins DME-42 
 Dual Garmin GTX-3000 w/ ADS-B 

Bendix/King KHF-950 
 Bendix/King TCAS II w/ Change 7 



 Sperry Primus
300SL Radar 
 Dual Collins VIR-32A 
 Dual Collins ADF-60A 

Sperry AA300 Radar Altimeter 
 Allied Signal EGPWS 
 Global GNS-XLS",
2020-05-28,Citation iii,Turboprops,Cessna,Citation iii,1986,8,,,,,"Honeywell SPZ-650: Auto Pilot 
Dual Honeywell EDZâ€”600: EFIS
Dual Universal UNS1k: FMS
Dual Collins VHF 22's: COMMs
Dual Collins ADF 462's: ADF
Honeywell Primus 2: TCAS
Honeywell Primus 800: Radar


Sandel ST3400 3-ATI: TAWS/RMI
King KHF-950: HF
Dual Collins TDR90's: TDR
Dual Collins VIR 325: VIR
Dual Collins DME 425: DME
Dual Collins RMI-30's: RMI
Collins ALT-553: Radio Altimeter",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1988,5,,,,,"Dual Garmin 750â€™s STC0169WI
Garmin GTX-345R/335R
GDL-69 XM Weather
Sperry SPZ-500 (5"") FD
Sperry SPZ-500 Auto Pilot
ADF â€“ Collins ADF-62
Collins ALT-55B Radar Alt 
GMA-35C Remote Audio Panel
Dual Collins DME-42
Honeywell RDR-2100 Weather Radar
ADSB Compliant
Honeywell KMH-820 EGPWS
USB Charging Port (Copilot Panel)
BFG WX1000 Stormscope",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1993,6,,,,,"ADF: Dual Collins ADF-62 
 CVR: Fairchild GA100 
 EFIS: Sperry
3-tube 
 Flight Director: Sperry SPZ-200 IFCS 
 FMS: Global GNS-XLS
w/ GPS & Portable Data Transfer 
 NAV. Radios: Dual Collins VIR-32 w/
FM Immunity 
 RMI: Dual w/ IND-42C 
 TCAS: Honeywell CAS-67A TCAS-II
w/ Flight ID 
 Weather Radar: Primus 650 Color 




Autopilot: Sperry SPZ-200 IFCS 
 DME: Dual Collins DME-42 
 FDR:
Fairchild FDR 
 Flight Phone: Iridium 
 Hi Frequency: King KHF-405

 Radar Altimeter: King KRA-405 
 TAWS: Sandel ST3400 Class A 

Transponder: Dual King MST-67A Mode S",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1992,5,,,,,"Year Painted: 2002
Overall White with Blue and Gold Accent Stripes",945000.0
2020-05-28,Citation ii long range,Turboprops,Cessna,Citation ii long range,1978,5,,,,,"ADS-B Out  



Garmin GNS-430 
 Dual Collins ADF-60 
 Universal CVR-30

 AirCell w/ Dual Handsets 
 Sperry AA-215 Radar Altimeter 

BFGoodrich WX-11 
 Honeywell KMH-880 
 Bendix/King RDR-2000VP 





Garmin GNS-530 
 Sperry SPZ-500 IFCS 
 Dual Collins DME-40 

Collins EHSI-74 
 Dual RMI 
 Honeywell KMH-880 Class B EGPWS 

Dual Collins Garmin GTX 335R",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1982,,,,,,"Garmin 530
Collins ADF-60 (2)
Collins DME-40 (2)
Dual Collins VHF-22C COMMs
Dual Transponders- MST67A
TAWS-Universal Avionics 3010-00-00 


TCAS-CAS67 TCAS II, Change 7
Radar Altimeter-RT300
Radar-Sperry RT-3002
Autopilot-Sperry SP-200
ELT-3000-1
Audio Panel-SIGMA TEK 1U619-001",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1981,8,,,,,"Sperry SPZ 500 Autopilot/Flight Director
Aero Mech RVSM STC with Dual Thommen ADDU
Dual Garmin GTN-750 for GPS/NAV/COMM
Dual Garmin GAD 42 Adapter
Garmin GMA 35 Remote Audio Processor
Dual Garmin GTX-33ES ADS-B In/Out Remote Transponders


Honeywell RDR 2000 Vertical Profile Color Weather Radar (Displays on #1 750)
Bendix/King KGP 560 TAWS
BFG SkyWatch HP TCAS
Collins ALT-50A Radar Altimeter
Sierra Industries Glareshield Mounted Annunciator Panel",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1982,10,,,,,"Avionics Packaging: Garmin

	ADS-B Equipped: Yes

	WAAS: Yes

	LPV: Yes

RNP: Yes





Dual P.S. Engineering PMA-8000 Audio Panels 
 Dual Garmin GTN-750
WAAS-IFR 'Touchscreen' GPS-COMs 
 Garmin G600 Pilot's Primary Flight
Display (2-tube) 
 Garmin GRS-77 AHRS 
 Sperry RD-550 HSI 

Sperry SPZ-500 IFCS Flight Director 
 AirCell Satphone 
 Garmin
GWX-68 Color Weather Radar 
 BFG WX-500 Stormscope 
 Collins RAC-870
Radar Altimeter 
 Collins DME-40 
 Collins ADF-60 
 Bendix/King
KGP-560 TAWS 
 Dual Garmin GTX-330ES Digital Mode-S Transponders w/ ADS-B
Out 
 Sperry SPZ-500 IFCS Autopilot",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1982,10,,,,,"ADSB In & Out 


Garmin GTN-750 WAAS 
Garmin GTX 335R 
Honeywell SPZ 500 IFCS A/P 
Sperry AA-300 Radar Alt 
Collins VHF-20A COMMs 
Primus 400 Color Radar 
Dual C14 Compass Systems 
Jet II Standby Gyro 
Teledyne Angle of Attack 


Garmin GTX 345R 
Flightstream 110 Bluetooth adapter 
Fairchild A100A CVR 
Collins ADF 60 
Dual Collins DME-40 &42 
Dual 332 C 10 RMIâ€™s 
TAWS 
Fuel Totalizer 
Large Oxygen Bottle",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1979,12,,,,,"Year Painted: 2000
Overall White with Gold and Maroon Accent Stripes",299000.0
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1980,4,,,,,"Avionics Packaging: Garmin 
 ADS-B Equipped: Yes 
 WAAS: Yes

 LPV: Yes 




 Garmin GTN 750 WAAS GPS NAVCOM 
 Garmin GNS-530W

 Dual Garmin GTX-330ES 
 Garmin GWX 75 Digital Radar 
 Garmin
GDL-88 ADS-B Out 
 Garmin GDL-69 XM Weather Datalink",900000.0
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1980,,,,,,"Garmin GTN-750 NAV/COM/WAAS GPS #1
Garmin GTN-650 NAV/COM WAAS/GPS #2
Garmin GTX-345R ADS-B In/Out Transponder#1
Garmin GTX-335R ADS-B Out Transponder#2
ADF-40 ADF


DME-40 
ALT-50 Radar Altimeter
Collins RMI
Bendix RDR-1100 Radar
WX-10A Storm Scope


Auto-Pilot
Sperry SPZ-500 IFCS",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1982,7,,,,,"ADS-B Out


FDS: Sperry SPZ 500
Auto Pilot: Sperry SPZ 500
Garmin GTN-625 w/ Traffic & Weather
NAV: 2 COL VIR 30Âª
FMS: Garmin GNS XLS
ALT: Sperry AA 215


DME: Dual Collins DME 42
TCAS: IHAS 8000
MFD: Bendix/King KMD 850
TAWS: Bendix/King
RADAR: Bendix/King
Stormscope: Yes",
2020-05-28,Citation i 500 sp,Turboprops,Cessna,Citation i 500 sp,1975,8,,,,,"*ADS-B Compliant*


Bendix/King FGS-70 IFCS
Garmin GTX-345 Txpdr
Bendix/King EFS-50 EFIS


Garmin GNS-530W
King KX-165
Sperry Primus 300SL Color WX Radar",299000.0
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1980,9,,,,,"Year Painted: 2018
Overall White with Blue and Grey Accent Stripes",495000.0
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1978,10,,,,,"ADSB In & Out 


Garmin GNS 530Waas COMM/NAV/GPS
Garmin GTX-345R Transponder 
FIS B Weather 
Honeywell Autopilot System SP200 
8.33 VHF Spacing 
Collins DME-40 
Sunair ASB 850 HF Airborne Transceiver 
BF Goodrich Stormscope 
Honeywell RDR-2000 Radar 


Garmin GNS 430WAAS COM/NAV/GPS 
Garmin GTX-335R Transponder 
TIS B Traffic 
Honeywell Altitude Alert/Preselect 
Dual Collins ADF-60A 
Allied Signal EGPWS Mark VIII 
Collins CTL92 Control Head 
Bendix KY196B 3rd COMM 
Garmin GA 56 Antenna",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1979,12,,,,,"ADS-B In & Out  




Garmin MX 200 w/ Charts, XM Weather, Traffic, Radar, Plates 
 Dual
Garmin GNS-430W with Traffic, Weather Overlay 
 Dual Garmin GTX335R's

 Dual Sperry SPZ-500 IFCS 5-Inch 
 Collins ADF-60 
 Fairchild
GA100 CVR 




Garmin GWX-68 Radar 
 Dual Collins RMI-30 
 Dual Sperry C-14D

 Collins DME-40 
 Sperry AA-215 RAD: ALT 
 L3 LandMark
TAWS-8100",
2020-05-28,Citation ii,Turboprops,Cessna,Citation ii,1986,10,,,,,"Altimeter: Sperry SPZ-500 Encoding 
 COMM Radios: Dual Collins VHF-22A

 DME: Dual Collins DME-42 
 Flight Phone: Wulfsberg VI 
 GPS:
Bendix/King KLN-90B 
 Radar Altimeter: Sperry AA-300 
 TAWS:
Bendix/King KGP-860 Class B EGPWS 
 Transponder: Dual Collins TDR-90

 Bendix Multi-Function Display 




Autopilot: Sperry SPZ-500 IFCS 
 CVR: Fairchild GA100 
 Flight
Director: Sperry SPZ-500 IFCS 5-inch Single-Cue 
 Flight Rules: IFR 

Navigation Radios: Dual Collins VIR-32A 
 RMI: Dual Collins RMI-30 

TCAS: BFGoodrich SkyWatch SKY-497 
 Weather Radar: Bendix/King ART-2000",
2020-05-28,Citation excel,Turboprops,Cessna,Citation excel,2000,4,,,,,"Enrolled on HAPP 
 




 Honeywell Primus P1000 3-Tube EFIS 
 Permanent
Universal Data Transfer Unit 
 Honeywell Primus II Avionics w/ Dual RM-850
RMUs 
 Universal Unilink VHF AFIS 
 Honeywell Primus P880 Color
Weather Radar 
 Universal Cockpit Dual Flight Bags 
 Dual Honeywell
AV-850A Audio Panels 
 WX 950 Stormscope 
 Dual Honeywell RCZ-933
COMMs 
 Portable Update Unit for UCD 
 Dual Honeywell RNZ-850 NAVs





 WSI AV-300 Airborne Weather Receiver 
 Dual Honeywell RNZ-850 DMEs

 Collins ALT-55 Radio Altimeter 
 Dual Honeywell XS-852B (Mode S)
Transponders 
 Allied Signal KHF-950 HF Transceiver 
 Single
Honeywell DF-850 SELCAL 
 Honeywell Primus 1000 Autopilot 
 EGPWS w/
Windshear Computer 
 Honeywell TCAS II w/ Change 7 
 Meggitt Standby
Flight Display 
 Dual Universal UNS-1Csp FMS w/ GPS",
2020-05-28,Citation excel,Turboprops,Cessna,Citation excel,2001,5,,,,,"Honeywell Primus 1000 IFCS/ Dual IC-600 Autopilot 
Dual Honeywell RCZ-833 COMs 
 Dual Honeywell RM-825 RMU 
 Dual Honeywell RNZ-850 NAVs 
 Dual Honeywell DME-850 
 Honeywell ADF-850 
 Fairchild A200S DVR 
 Fairchild F1000 FDR 
 Allied Signal (Global) AFIS 
 Honeywell Primus 1000 3-Tube EFIS 
 One UNS1-CSP FMS w/ Provisions for 2nd System 




 Universal Permanent Data Transfer Unit 
 Provisions Only for
KHF-950 HF 
 Collins ALT-55B Radar Altimeter 
 Allied Signal EGPWS

 Dual Honeywell XS-852B Mode S Transponders 
 Honeywell TCAS II

 Honeywell Weather Radar 
 Artex 110-406 - Three Frequency ELT

 Remote MFD Checklist Advance Buttons for Pilot and Co-pilot",3095000.0
2020-05-28,Citation excel 560xl,Turboprops,Cessna,Citation excel 560xl,2001,4,,,,,"General


Software Level: 803
Navigation

NAV: 2 Honeywell
Primus II RNZ
850

FDS: HNYWL P1000
Auto Pilot: HNYWL Primus
1000 3 Tube

ADF: 2 HNYWL ADF
850

EFIS: 2 HNYWL DF 850
INS: Universal UNS
1CSP

FMS: 2 Universal
UNS 1ESPW


Data

ALT: COL ALT 55
CVR: Fairchild
A200S

ADC: 2 Honeywell
AZ 850

DME: 2 HNYWL DM
850

Moving Map: YES
GPS: Universal
UNS 1CSP

WAAS: Yes/LPV
Windshear: True

Communications

SATCOM: Aircell
AXXESS II 2CH

COMM: 2 HNYWL RCZ
833E

HFCOMM: King KHF 950
 Airborne Phone: Magnastar C
2000

AFIS: YES

Traffic

TCAS System Name: Honeywell
TCAS Type: II w/ 7.1
Mode: S
Version: True
Transponder: 2
Honeywell XS
852B


Data Display
MFD: Garmin GMX
200

Terrain

TAWS: Class A
EGPWS: Honeywell MK
V


Weather
Radar: HNYWL Primus
WXR-880 CLR",
2020-05-28,Citation i,Turboprops,Cessna,Citation i,1978,10,,,,,"Dual Garmin GTN 530W 
Garmin GTX345 and GTX330ES Transponders
Garmin GDL69
Altimeter: Sperry Encoding
Compass: Dual Sperry C-14
DME: Collins DME-40
Flight Phone: Wulfsberg VI
HF Radio: Dual Allied Signal KHF-950
Radar Altimeter: Sperry AA-215
TAWS: Bendix/King KGP-560 Class B
MD93 Clock X 2
Dual Collins ADC-850 Air Data Computers


Garmin Flight Stream 210
Garmin GMA340
ADF: Collins ADF-6
Autopilot: Sperry SPZ-500 IFCS
CVR: Allied Signal
Flight Director: Sperry SPZ-500 IFCS 5â€
Garmin Multi-function Display
HSI: Sperry RD-600
RMI: Dual Collins RMI-30
TCAS: TCAS-II with Change 7
Weather Radar: Honeywell Primus 400
406MHz ELT",
2020-05-28,Citation excel,Turboprops,Cessna,Citation excel,2004,3,,,,,"Avionics Installed Model, Nos and Nos (single/double/triple) with Date of Installation:

ADF (Honeywell DF-850 Dual) - At the Time of Manufacturer (2004) 
ILS (Honeywell RNZ-850 Dual) - At the Time of Manufacturer (2004) 
Glide Path Receiver (Honeywell RNZ-850 Dual) - At the Time of Manufacturer (2004) 
Marker Receiver (Honeywell RNZ-850 Dual) - At the Time of Manufacturer (2004) 
VOR Receiver (Honeywell RNZ-850 Dual) - At the Time of Manufacturer (2004) 
DME Interrogator (Honeywell DM-850 Dual) - At the Time of Manufacturer (2004) 
ATC Transponder (Honeywell XS-852A Dual) - At the Time of Manufacturer (2004) 
Weather Radar (Honeywell WU-880) - At the Time of Manufacturer (2004) 
Radio Altimeter (Honeywell AA-300) - At the Time of Manufacturer (2004) 
TCAS II (Honeywell CAS-67B) - At the Time of Manufacturer. TCAS Modify on 21.12.2016 as per (SB 560XL-34-75 Rev. 1) Version 7.1. 
ELT (Artex ELT C406-2) - At the Time of Manufacturer (2004) 
SATCOM (Aircell AST-3500) - At the Time of Manufacturer (2004) 
GPS/FMS (Universal UNS-1ESP Dual) - At the Time of Manufacturer (2004) 
VHF (Honeywell RCZ-833K Dual) - At the Time of Manufacturer (2004) 
VHF NAV. System (Honeywell RNZ-850 Dual) - At the Time of Manufacturer (2004) 
HF COMM. System (KHF-950) - At the Time of Manufacturer (2004)
Cockpit Voice Recorder System (L3 communication FA2100) - At the Time of Manufacturer (2004) 
EGPWS System (Honeywell MK-V) - At the Time of Manufacturer (2004) 
Radio Altimeter System (Honeywell AA-300) - At the Time of Manufacturer (2004) 
Flight Data Recorder System (Honeywell SSFDR) - At the Time of Manufacturer (2004) 
Audio Control Panel (Honeywell AV850A Dual) - At the Time of Manufacturer (2004)",2650000.0
2020-05-28,Citation excel,Turboprops,Cessna,Citation excel,1999,8,,,,,"Avionics Package: Honeywell Primus 1000 IFCS/ Primus II 
FMS: Dual Universal UNS-ICsp w/ Dual GPS (IFR certified) 
TCAS: TCAS II w/ Change 7 
Dual RM 850 RMUâ€™s EGPWS 
ADF: Dual Honeywell DF-850 
AFIS: AFIS w/ Sky Printer Provisions 
Autopilot: Honeywell Primus 1000 IFCS 
Communication Radios: Dual Honeywell RCZ-851 
Cockpit Voice Recorder (CVR) 
DME: Dual Honeywell RNZ-850 
Hi Frequency: King KHF-950 (provisions only) 
Navigation Radios: Dual Honeywell RNZ-851 
SATCOM: Universal Aero-M w/ Single Handset 
TAWS: EGPWS 
Meggitt 3 in 1 Emergency Display EFIS 
Weather Radar: Honeywell Primus 880 Stabilized Color 
ELT Artex 110-406 
DTU: Universal Permanent DTU 
ADS-B: Dual Garmin GTX 3000 Mode S Transponders, Garmin Flight Stream 510 and GDL 88 WAAS GPS. A Prerequisite for G5000",
2020-05-28,Citation excel,Turboprops,Cessna,Citation excel,2000,7,,,,,"EFIS: 3-Tube Honeywell Primus 1000
FMS: Single Universal
NAV: Dual Honeywell RNZ-850
DME: Dual Honeywell DM-850
ADF: Single Honeywell DF-850
HF COM: Single King KTR-950
COMMS: Dual Honeywell RCZ-833 w/ 8.33 Spacing


Color Radar: Single Honeywell Primus 880
Radar Altimeter: Single Collins ALT 55B
XPNDR: Dual Garmin GTX-3000 Mode S w/ ADS-B
EGPWS: Single Honeywell Mark V
ELT: Single Artex C406-2
TCAS: Single Honeywell TPU-67A TCAS II w/ Change 7
CVR: Single Fairchild A-200S",
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2002,10,,,,,"Year Painted: 2016
Overall White with Silver and Blue Accent Stripes. Repainted by Duncan Aviation",1995000.0
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2003,7,,,,,"Honeywell Primus 1000 3-Tube EFIS Flight Director
Honeywell Primus 1000 Autopilot
Garmin GTN650 & GTN 750 COMM/NAV/GPS
Dual Honeywell DF 850 ADF
Dual Honeywell DM 850 DME
Garmin GTX 345R Remote ADS-B Transponder
Garmin GTX335R Remote Mode S Transponder
Honeywell Primus 650 Radar


Honeywell RT-300 Radio Altimeter
Honeywell FMZ FMS
Honeywell KHF-950 HF COMMs
Honeywell VK VIII EGPWS
Honeywell TCAS I
Fairchild FA2100 CVR
Garmin GSR56 Satellite Phone/Text",
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2004,4,,,,,"EFIS:	Honeywell P-1000, Dual 8"" x 7""

MFD:	Honeywell P-1000, Single 8"" x 7""

Communication:	Dual Honeywell RCZ-833

Navigation:	Dual Honeywell RNZ-850

ADF:	Dual Honeywell DF-850

Transponder:	Dual Honeywell XS-852B Mode S

Autopilot:	Honeywell P-1000

Flight Director System:	Honeywell EFIS 1000

Radar:	Primus 650 Color Radar

DME:	Dual Honeywell DM-850



Radio Altimeter:	Honeywell AA-300

FMS System:	Uns 1 ESP Plus Garmin 400

ELT:	Artex 406 ELT

EGPWS:	Allied Signal Mark VII Windshear Alert

Flight Data Recorder:	Honeywell JAA FDR

RVSM:	Yes

TCAS II:	TCAS 2000 Software Version 7.1

High Frequency Radio:	King HF950 with CSD-714 Selcall

SATCOM:	Aero M SATCOM Universal",1990000.0
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2005,5,,,,,"ADS-B Equipped: Yes

Honeywell Primus 1000 Avionics System w/Dual 8â€x7â€
PFDs & Single 8â€x7â€ MFD
Integrated Primus II Radio Management Units with: 
Dual COMMs, Dual NAVs, DME & ADF
Dual Honeywell Transponders
Honeywell TCAS II
Honeywell EGPWS 
Honeywell Primus Color Radar
Universal UNS1 ESP FMS

Options Include

ADS B Compliant

RVSM Compliant",
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2007,2,,,,,"Rockwell Collins ProLine 21 Avionics System w/3-Tube EFIS 
Rockwell Collins RTU-4200 
Rockwell Collins NAV-4000 
Rockwell Collins- DME-4000 
Rockwell Collins ADF-462 
Rockwell Collins FMC-3000
Garmin GPS-500
Rockwell Collins TWR-850 Doppler Weather Radar 
Rockwell Collins ALT-4000 
Honeywell Mark V EGPWS w/RAAS 
Wide Area Augmentation System (WAAS/LPV) 
AirCell SATPHONE w/Dual Handsets 
Cockpit Voice Recorder 
Rockwell Collins-HF-9000",3795000.0
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2018,1,,,,,"Equipped with Collins Pro Line 21 Avionics Suite




Four 10 x 8-inch LCD Displays 
 Wide Area Augmentation System (WAAS)
Receiver 
 Single FMS-3200 with coupled VNAV (performance capable of RNP
0.3 nm) 
 Single File Server Unit (FSU) with Electronic Charts, Enhanced
Maps and XM Graphical Weather 
 Pro Line 21 CNS Radios 
 Traffic
Surveillance System (TSS) 
 Engine Indication and Crew Alerting System
(EICAS) 
Maintenance Diagnostic System (MDS) 
 Electronic Audible Checklist

 Solid-State Weather Radar 
 XM Satellite Receiver 
 Mark VIII
EGPWS 
 Collins RTA-4112 Weather Radar 
 Collins TSS-4100 TSS TCAS II",
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2016,1,,,,,"Pro Line 21 Integrated Avionics Suite
Four (4) Screen EFIS
Collins Integrated Flight Director
Dual Collins VHF-4000 Comms
Dual Collins NAV-4500 NAVs
Single Collins DME-4000 DME
Collins ALT-4000 Radio Altimeter
Dual Collins FMS-3000 w/ GPS-4000S
Provisions Only: HF-9000 With SELCAL
Dual Collins Mode S diversity transponders with Enhanced Surveillance
Collins TSS-4100 (TCAS II)
Honeywell MK VIII EGPWS
Collins IFIS-5000
FA2100 Cockpit Voice Recorder
Collins RTA-4112 Weather Radar
XM WX Satellite Weather
C406-N Emergency Locater Transmitter",
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2001,8,,,,,"Honeywell Primus 1000 EFIS 
 Dual Garmin 750 GTN GPS/NAV/COM 

Dual Garmin GTN 750 Touchscreen 
 Garmin GTX 345R ADS-B In/Out Xponder

 Garmin GTX 335R ADS-B Xponder 
 Garmin GMA 35C Bluetooth Audio
panel 
 Universal UNS-1CSP FMS 
 Honeywell SPZ-500C Autopilot 




Honeywell TCAS I 
 Honeywell Primus WU 660 Radar 
 TAWS-B 

ARTEX 100-4 ELT 
 BFGoodrich WX-950 
 Fairchild A200S Voice Recorder

 Terrain Awareness System 
 Traffic Collision Avoidance System",
2020-05-28,Citation encore,Turboprops,Cessna,Citation encore,2002,6,,,,,"Honeywell Primus 1000 Integrated Avionics System

Dual Garmin GTN-750 NAV/COM/GPS Units
Dual Garmin GTX-3000 Transponders w/ ADS-B Out
Honeywell Mark VII EGPWS w/Windshear
Honeywell CAS-67A TCAS-II 
Honeywell RT-300 Radio Altimeter 
Honeywell Primus WU-660 Radar 
Fairchild FA2100 Cockpit Voice Recorder 
Artex 110-4 Three Frequency ELT",2195000.0
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2013,1,,,,,"Collins Proline 21 Avionics Suite Including: 



 Collins IFIS-5000
Integrated Flight Information System 
 Collins Multi-Scan RTA-4112 Onboard
Weather Radar 
 Four Collins Active Matrix EFIS Liquid Crystal Color
Displays 8 x 10 inch 
 Dual Collins FMS-3000 - WAAS/LPV Capable Flight
Management System 
 Dual Collins GPS-4000S Global Positioning System

 Dual Collins ADC-3000 Air Data Computer 
 Dual Collins VHF-4000 VHF
Communication Transceivers 
 Dual Collins NAV-4500 VHF Navigation
Receivers 
 Dual Collins DME-4000 Distance Measuring Equipment 
 Dual
Collins Mode S Transponders w/ADS-B OUT Compliant 
 Collins TCAS II Change
7.1 Traffic Collision Avoidance System 
 Collins ALT-4000 Radar Altimeter

 Artex C406-N Emergency Location Transmitter 
 L-3 Communications
FA2100 Cockpit Voice Recorder 
 Honeywell EGPWS Mark VIII 
Enhanced Ground Proximity Warning System (TAWS)

High Frequency Radio",
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2014,1,,,,,"Pro Line 21 Integrated Avionics Suite
Dual FMS-3000
Dual COM/ Dual NAV/ Single ADF
HF-9000 w/ Selcal Provisions Only
ADS-B Out Compliant


Interactive Textual Weather and Flight Services
FA2100 Flight Data Recorder
Mark V EGPWS
Iridium w/ Handset in Cockpit",
2020-05-28,Citation cj4,Turboprops,Cessna,Citation cj4,2016,830,,,,,"EFIS (Electronic Flight Instrument System): 4-Tube Collins Pro Line 21

 ADC (Air Data Computers): Dual Collins ADC-3000 
 FMS (Flight
Management System): Dual Collins FMS-3000 
 GPS (Global Positioning
System): Dual Collins GPS-4000S 
 NAV: Dual Collins NAV-4500 
 DME
(Distance Measuring Equipment): Dual Collins DME-4000 
 HF COM (High
Frequency Communications): Single Collins HF-9031A w/ SELCAL 
 Weather
Radar: Single Collins RTA-4112 
 XPNDR (Transponder): Single Collins
TDR-94 w/ ADS-B 
 EGPWS (Enhanced Ground Proximity Warning System): Single
Honeywell Mark VIII 
 ELT (Emergency Locator Transmitter): Single Artex
C406-N 
 Radio Altimeter: Single Collins ALT-4000 
 TCAS (Traffic
Collision Avoidance System): Single Collins TSS-4100 
 CVR (Cockpit Voice
Recorder): Single FA 2100 
 FDR (Flight Data Recorder): Single L3 FA 2100

 Additional Features Single Jeppesen Electronic Charts, RVSM Capable",
